APMC,Commodity,Year,Count
kalamb os,safflower,2015,12
kalamb os,safflower,2016,11
kalamb os,sesamum,2014,3
kalamb os,sesamum,2015,12
kalamb os,sesamum,2016,7
kalamb os,sorgumjawar,2014,4
kalamb os,sorgumjawar,2015,12
kalamb os,sorgumjawar,2016,11
kalamb os,soybean,2014,4
kalamb os,soybean,2015,12
kalamb os,soybean,2016,11
kalamb os,sunflower,2014,4
kalamb os,sunflower,2015,12
kalamb os,sunflower,2016,10
kalamb os,tamarind,2015,5
kalamb os,tamarind,2016,5
kalamb os,wheathusked,2014,4
kalamb os,wheathusked,2015,11
kalamb os,wheathusked,2016,8
kalamb yawatmal,cotton,2014,2
kalamb yawatmal,cotton,2015,2
kalamb yawatmal,cotton,2016,1
kalamb yawatmal,gram,2016,4
kalamb yawatmal,pigeon pea tur,2015,1
kalamb yawatmal,pigeon pea tur,2016,9
kalamb yawatmal,soybean,2014,3
kalamb yawatmal,soybean,2015,3
kalamb yawatmal,soybean,2016,10
kalamnuri,black gram,2015,1
kalamnuri,black gram,2016,2
kalamnuri,cotton,2014,2
kalamnuri,cotton,2015,7
kalamnuri,cotton,2016,1
kalamnuri,gram,2014,2
kalamnuri,gram,2015,7
kalamnuri,gram,2016,3
kalamnuri,green gram,2015,1
kalamnuri,green gram,2016,1
kalamnuri,ground nut pods dry,2014,1
kalamnuri,ground nut pods dry,2015,2
kalamnuri,ground nut pods dry,2016,1
kalamnuri,mustard,2015,1
kalamnuri,pigeon pea tur,2015,8
kalamnuri,pigeon pea tur,2016,5
kalamnuri,sorgumjawar,2015,6
kalamnuri,sorgumjawar,2016,1
kalamnuri,soybean,2014,4
kalamnuri,soybean,2015,11
kalamnuri,soybean,2016,5
kalamnuri,wheathusked,2014,4
kalamnuri,wheathusked,2015,12
kalamnuri,wheathusked,2016,5
kalmeshwar,bitter gourd,2015,4
kalmeshwar,bottle gourd,2015,4
kalmeshwar,bottle gourd,2016,11
kalmeshwar,brinjal,2014,4
kalmeshwar,brinjal,2015,12
kalmeshwar,brinjal,2016,11
kalmeshwar,cabbage,2015,1
kalmeshwar,cabbage,2016,6
kalmeshwar,chavli shenga ,2014,4
kalmeshwar,chavli shenga ,2015,11
kalmeshwar,chavli shenga ,2016,11
kalmeshwar,cluster bean,2015,7
kalmeshwar,cluster bean,2016,6
kalmeshwar,coriander ,2016,1
kalmeshwar,coriander  ,2014,4
kalmeshwar,coriander  ,2015,12
kalmeshwar,coriander  ,2016,10
kalmeshwar,cotton,2014,2
kalmeshwar,cotton,2015,8
kalmeshwar,cotton,2016,8
kalmeshwar,cucumber,2014,2
kalmeshwar,cucumber,2015,7
kalmeshwar,cucumber,2016,5
kalmeshwar,flower,2014,4
kalmeshwar,flower,2015,12
kalmeshwar,flower,2016,10
kalmeshwar,gram,2014,1
kalmeshwar,gram,2015,7
kalmeshwar,gram,2016,9
kalmeshwar,green chilli,2014,4
kalmeshwar,green chilli,2015,12
kalmeshwar,green chilli,2016,11
kalmeshwar,ladies finger,2014,4
kalmeshwar,ladies finger,2015,9
kalmeshwar,ladies finger,2016,11
kalmeshwar,methi bhaji,2014,2
kalmeshwar,methi bhaji,2015,7
kalmeshwar,methi bhaji,2016,7
kalmeshwar,orange,2014,2
kalmeshwar,orange,2015,2
kalmeshwar,pigeon pea tur,2014,1
kalmeshwar,pigeon pea tur,2015,8
kalmeshwar,pigeon pea tur,2016,8
kalmeshwar,pumpkin,2014,1
kalmeshwar,pumpkin,2015,4
kalmeshwar,pumpkin,2016,2
kalmeshwar,raddish,2014,1
kalmeshwar,raddish,2015,8
kalmeshwar,raddish,2016,10
kalmeshwar,sorgumjawar,2015,1
kalmeshwar,soybean,2014,3
kalmeshwar,soybean,2015,11
kalmeshwar,soybean,2016,9
kalmeshwar,spinach,2014,4
kalmeshwar,spinach,2015,12
kalmeshwar,spinach,2016,11
kalmeshwar,tomato,2014,4
kalmeshwar,tomato,2015,12
kalmeshwar,tomato,2016,11
kalmeshwar,walvad,2014,4
kalmeshwar,walvad,2015,8
kalmeshwar,walvad,2016,4
kalmeshwar,wheathusked,2014,1
kalmeshwar,wheathusked,2015,6
kalmeshwar,wheathusked,2016,6
kalvan,bajri,2014,3
kalvan,bajri,2015,12
kalvan,bajri,2016,11
kalvan,chilliesred,2016,1
kalvan,gram,2014,3
kalvan,gram,2015,11
kalvan,gram,2016,7
kalvan,green gram,2014,1
kalvan,green gram,2015,4
kalvan,green gram,2016,5
kalvan,ground nut pods dry,2014,3
kalvan,ground nut pods dry,2015,11
kalvan,ground nut pods dry,2016,9
kalvan,maize,2014,3
kalvan,maize,2015,12
kalvan,maize,2016,11
kalvan,matki,2016,2
kalvan,nagali,2016,1
kalvan,onion,2014,3
kalvan,onion,2015,10
kalvan,onion,2016,11
kalvan,paddyunhusked,2016,1
kalvan,pigeon pea tur,2014,1
kalvan,pigeon pea tur,2015,2
kalvan,pigeon pea tur,2016,6
kalvan,sorgumjawar,2016,2
kalvan,soybean,2014,2
kalvan,soybean,2015,12
kalvan,soybean,2016,10
kalvan,sunflower,2014,1
kalvan,sunflower,2015,4
kalvan,sunflower,2016,1
kalvan,tamarind,2015,2
kalvan,tamarind,2016,3
kalvan,wheathusked,2014,3
kalvan,wheathusked,2015,12
kalvan,wheathusked,2016,11
kalyan,apple,2015,6
kalyan,apple,2016,8
kalyan,aster,2015,1
kalyan,aster,2016,2
kalyan,bajri,2015,8
kalyan,bajri,2016,8
kalyan,banana,2014,2
kalyan,banana,2015,4
kalyan,banana,2016,7
kalyan,bijli,2015,1
kalyan,bijli,2016,1
kalyan,bitter gourd,2014,2
kalyan,bitter gourd,2015,10
kalyan,bitter gourd,2016,11
kalyan,black gram,2015,7
kalyan,black gram,2016,7
kalyan,bor,2014,1
kalyan,bor,2015,4
kalyan,bor,2016,3
kalyan,bottle gourd,2014,2
kalyan,bottle gourd,2015,10
kalyan,bottle gourd,2016,11
kalyan,brinjal,2014,3
kalyan,brinjal,2015,10
kalyan,brinjal,2016,11
kalyan,cabbage,2014,3
kalyan,cabbage,2015,10
kalyan,cabbage,2016,11
kalyan,capsicum,2014,3
kalyan,capsicum,2015,10
kalyan,capsicum,2016,11
kalyan,carrot,2015,9
kalyan,carrot,2016,11
kalyan,chandani,2015,1
kalyan,chandani,2016,1
kalyan,chikoo,2015,7
kalyan,chikoo,2016,11
kalyan,chilliesred,2016,5
kalyan,cluster bean,2014,3
kalyan,cluster bean,2015,10
kalyan,cluster bean,2016,11
kalyan,coriander ,2016,1
kalyan,coriander  ,2015,2
kalyan,coriander  ,2016,2
kalyan,coriander dry,2015,4
kalyan,coriander dry,2016,6
kalyan,cow,2016,1
kalyan,cucumber,2015,9
kalyan,cucumber,2016,11
kalyan,curry leaves,2016,6
kalyan,custard apple,2014,1
kalyan,custard apple,2015,6
kalyan,custard apple,2016,4
kalyan,elephant root,2014,2
kalyan,elephant root,2015,9
kalyan,elephant root,2016,11
kalyan,flower,2014,3
kalyan,flower,2015,10
kalyan,flower,2016,11
kalyan,garlic,2014,3
kalyan,garlic,2015,10
kalyan,garlic,2016,11
kalyan,ghevda,2014,3
kalyan,ghevda,2015,10
kalyan,ghevda,2016,10
kalyan,gram,2015,8
kalyan,gram,2016,8
kalyan,grapes,2015,2
kalyan,grapes,2016,5
kalyan,green chilli,2014,3
kalyan,green chilli,2015,9
kalyan,green chilli,2016,11
kalyan,green gram,2015,8
kalyan,green gram,2016,8
kalyan,green peas dry,2015,4
kalyan,green peas dry,2016,8
kalyan,greenpeas,2014,2
kalyan,greenpeas,2015,10
kalyan,greenpeas,2016,11
kalyan,grnut kernels,2015,8
kalyan,grnut kernels,2016,6
kalyan,guava,2014,2
kalyan,guava,2015,8
kalyan,guava,2016,10
kalyan,gulchadi,2015,1
kalyan,gulchadi,2016,2
kalyan,indian bean,2015,6
kalyan,indian bean,2016,8
kalyan,jaggery,2015,8
kalyan,jaggery,2016,5
kalyan,kagda,2015,1
kalyan,kagda,2016,1
kalyan,kanda pat,2016,3
kalyan,ladies finger,2014,3
kalyan,ladies finger,2015,10
kalyan,ladies finger,2016,11
kalyan,lemon,2015,5
kalyan,lemon,2016,10
kalyan,mango,2015,4
kalyan,mango,2016,4
kalyan,math bhaji,2015,1
kalyan,math bhaji,2016,2
kalyan,matki,2015,8
kalyan,matki,2016,8
kalyan,mosambi,2015,6
kalyan,mosambi,2016,11
kalyan,onion,2014,3
kalyan,onion,2015,8
kalyan,onion,2016,11
kalyan,orange,2015,4
kalyan,orange,2016,10
kalyan,paddyunhusked,2016,1
kalyan,papai,2014,2
kalyan,papai,2015,10
kalyan,papai,2016,11
kalyan,potato,2014,3
kalyan,potato,2015,10
kalyan,potato,2016,11
kalyan,raddish,2016,2
kalyan,ricepaddyhus,2015,8
kalyan,ricepaddyhus,2016,8
kalyan,ridge gourd,2014,2
kalyan,ridge gourd,2015,10
kalyan,ridge gourd,2016,11
kalyan,sesamum,2015,7
kalyan,sesamum,2016,6
kalyan,shepu,2016,1
kalyan,shevga,2014,1
kalyan,shevga,2015,10
kalyan,shevga,2016,11
kalyan,shewanti,2015,1
kalyan,shewanti,2016,2
kalyan,small gourd,2014,2
kalyan,small gourd,2015,10
kalyan,small gourd,2016,11
kalyan,sorgumjawar,2015,8
kalyan,sorgumjawar,2016,8
kalyan,spinach,2014,1
kalyan,spinach,2015,1
kalyan,spinach,2016,3
kalyan,squash gourd,2014,2
kalyan,squash gourd,2015,7
kalyan,squash gourd,2016,5
kalyan,tomato,2014,2
kalyan,tomato,2015,10
kalyan,tomato,2016,10
kalyan,wheathusked,2015,8
kalyan,wheathusked,2016,8
kalyan,zendu,2015,3
kalyan,zendu,2016,2
kalyan cattle market,cow,2016,2
kalyan cattle market,kalvad,2016,2
kamthi,ambat chuka,2016,2
kamthi,amla,2014,3
kamthi,amla,2015,7
kamthi,amla,2016,2
kamthi,beet root,2014,3
kamthi,beet root,2015,9
kamthi,beet root,2016,11
kamthi,bitter gourd,2014,4
kamthi,bitter gourd,2015,12
kamthi,bitter gourd,2016,11
kamthi,bottle gourd,2014,4
kamthi,bottle gourd,2015,12
kamthi,bottle gourd,2016,11
kamthi,brinjal,2014,4
kamthi,brinjal,2015,12
kamthi,brinjal,2016,11
kamthi,cabbage,2014,4
kamthi,cabbage,2015,12
kamthi,cabbage,2016,10
kamthi,capsicum,2014,4
kamthi,capsicum,2015,12
kamthi,capsicum,2016,10
kamthi,carrot,2014,4
kamthi,carrot,2015,10
kamthi,carrot,2016,11
kamthi,chavli pala,2014,4
kamthi,chavli pala,2015,12
kamthi,chavli pala,2016,11
kamthi,chavli shenga ,2014,4
kamthi,chavli shenga ,2015,12
kamthi,chavli shenga ,2016,11
kamthi,cluster bean,2014,4
kamthi,cluster bean,2015,12
kamthi,cluster bean,2016,11
kamthi,coriander ,2016,1
kamthi,coriander  ,2014,4
kamthi,coriander  ,2015,12
kamthi,coriander  ,2016,10
kamthi,cucumber,2014,4
kamthi,cucumber,2015,12
kamthi,cucumber,2016,11
kamthi,custard apple,2014,3
kamthi,custard apple,2015,3
kamthi,custard apple,2016,2
kamthi,dhemse,2014,4
kamthi,dhemse,2015,10
kamthi,dhemse,2016,9
kamthi,elephant root,2016,2
kamthi,flower,2014,4
kamthi,flower,2015,12
kamthi,flower,2016,11
kamthi,garlic,2014,4
kamthi,garlic,2015,12
kamthi,garlic,2016,11
kamthi,ginger fresh,2014,4
kamthi,ginger fresh,2015,12
kamthi,ginger fresh,2016,11
kamthi,green chilli,2014,4
kamthi,green chilli,2015,12
kamthi,green chilli,2016,11
kamthi,green peas dry,2014,2
kamthi,green peas dry,2015,3
kamthi,green peas dry,2016,2
kamthi,greenpeas,2014,2
kamthi,greenpeas,2015,5
kamthi,greenpeas,2016,5
kamthi,guava,2014,4
kamthi,guava,2015,9
kamthi,guava,2016,5
kamthi,jack fruit,2015,2
kamthi,jack fruitraw,2015,5
kamthi,jambhul,2015,2
kamthi,kand,2015,3
kamthi,kand,2016,4
kamthi,kanda pat,2014,4
kamthi,kanda pat,2015,11
kamthi,kanda pat,2016,10
kamthi,karvand,2016,2
kamthi,ladies finger,2014,4
kamthi,ladies finger,2015,12
kamthi,ladies finger,2016,11
kamthi,leafy vegetable,2014,1
kamthi,leafy vegetable,2016,3
kamthi,lemon,2014,4
kamthi,lemon,2015,12
kamthi,lemon,2016,11
kamthi,mango,2015,6
kamthi,mango,2016,5
kamthi,methi bhaji,2014,4
kamthi,methi bhaji,2015,11
kamthi,methi bhaji,2016,11
kamthi,mint,2014,4
kamthi,mint,2015,12
kamthi,mint,2016,11
kamthi,mosambi,2014,4
kamthi,mosambi,2015,4
kamthi,mosambi,2016,4
kamthi,onion,2014,4
kamthi,onion,2015,10
kamthi,onion,2016,11
kamthi,orange,2014,3
kamthi,orange,2015,8
kamthi,orange,2016,5
kamthi,papai,2014,2
kamthi,papai,2015,8
kamthi,papai,2016,8
kamthi,parwar,2014,4
kamthi,parwar,2015,7
kamthi,parwar,2016,5
kamthi,pigenpea bhaji,2016,1
kamthi,potato,2014,3
kamthi,potato,2015,12
kamthi,potato,2016,11
kamthi,pumpkin,2014,4
kamthi,pumpkin,2015,12
kamthi,pumpkin,2016,11
kamthi,raddish,2014,4
kamthi,raddish,2015,12
kamthi,raddish,2016,11
kamthi,small gourd,2014,4
kamthi,small gourd,2015,12
kamthi,small gourd,2016,10
kamthi,spinach,2014,4
kamthi,spinach,2015,12
kamthi,spinach,2016,11
kamthi,squash gourd,2015,2
kamthi,squash gourd,2016,4
kamthi,sugarcane,2014,2
kamthi,sweet potato,2015,1
kamthi,tomato,2014,4
kamthi,tomato,2015,12
kamthi,tomato,2016,11
kamthi,wal bhaji,2014,4
kamthi,wal bhaji,2015,11
kamthi,wal bhaji,2016,10
kamthi,zendu,2014,3
kamthi,zendu,2015,1
kamthi,zendu,2016,2
kannad,bajri,2014,4
kannad,bajri,2015,9
kannad,bajri,2016,11
kannad,black gram,2014,1
kannad,black gram,2016,2
kannad,ginger fresh,2015,3
kannad,ginger fresh,2016,7
kannad,gram,2014,4
kannad,gram,2015,8
kannad,gram,2016,7
kannad,green gram,2014,2
kannad,green gram,2015,2
kannad,green gram,2016,3
kannad,maize,2014,4
kannad,maize,2015,7
kannad,maize,2016,7
kannad,onion,2015,5
kannad,pigeon pea tur,2015,3
kannad,pigeon pea tur,2016,3
kannad,sorgumjawar,2014,4
kannad,sorgumjawar,2015,9
kannad,sorgumjawar,2016,11
kannad,wheathusked,2014,4
kannad,wheathusked,2015,9
kannad,wheathusked,2016,11
karad,apple,2014,4
karad,apple,2015,12
karad,apple,2016,6
karad,banana,2014,3
karad,banana,2015,11
karad,banana,2016,11
karad,bitter gourd,2014,4
karad,bitter gourd,2015,12
karad,bitter gourd,2016,11
karad,bor,2014,2
karad,bor,2015,5
karad,bor,2016,3
karad,bottle gourd,2014,4
karad,bottle gourd,2015,12
karad,bottle gourd,2016,11
karad,brinjal,2014,4
karad,brinjal,2015,12
karad,brinjal,2016,11
karad,cabbage,2014,4
karad,cabbage,2015,12
karad,cabbage,2016,11
karad,capsicum,2014,4
karad,capsicum,2015,12
karad,capsicum,2016,11
karad,carrot,2014,1
karad,carrot,2015,7
karad,carrot,2016,5
karad,chikoo,2014,4
karad,chikoo,2015,12
karad,chikoo,2016,11
karad,cluster bean,2014,4
karad,cluster bean,2015,12
karad,cluster bean,2016,11
karad,coriander  ,2014,1
karad,coriander  ,2015,3
karad,cucumber,2014,4
karad,cucumber,2015,12
karad,cucumber,2016,11
karad,custard apple,2014,2
karad,custard apple,2015,2
karad,custard apple,2016,3
karad,flower,2014,4
karad,flower,2015,12
karad,flower,2016,11
karad,garlic,2014,4
karad,garlic,2015,12
karad,garlic,2016,11
karad,ghevda,2014,4
karad,ghevda,2015,11
karad,ghevda,2016,11
karad,ginger fresh,2014,4
karad,ginger fresh,2015,12
karad,ginger fresh,2016,11
karad,grapes,2015,5
karad,grapes,2016,4
karad,green chilli,2014,4
karad,green chilli,2015,12
karad,green chilli,2016,11
karad,greenpeas,2014,4
karad,greenpeas,2015,9
karad,greenpeas,2016,11
karad,ground nut pods dry,2015,2
karad,ground nut pods dry,2016,2
karad,jaggery,2014,3
karad,jaggery,2015,5
karad,jaggery,2016,9
karad,kanda pat,2015,1
karad,ladies finger,2014,4
karad,ladies finger,2015,12
karad,ladies finger,2016,11
karad,lemon,2015,1
karad,lemon,2016,8
karad,mango,2015,5
karad,mango,2016,3
karad,math bhaji,2015,8
karad,melon,2016,1
karad,mosambi,2014,4
karad,mosambi,2015,12
karad,mosambi,2016,5
karad,onion,2014,4
karad,onion,2015,10
karad,onion,2016,11
karad,orange,2015,3
karad,orange,2016,1
karad,pavata,2014,4
karad,pavata,2015,11
karad,pavata,2016,11
karad,pavtta,2014,2
karad,pavtta,2015,12
karad,pavtta,2016,3
karad,pomegranate,2014,4
karad,pomegranate,2015,12
karad,pomegranate,2016,11
karad,potato,2014,4
karad,potato,2015,12
karad,potato,2016,11
karad,ridge gourd,2014,4
karad,ridge gourd,2015,12
karad,ridge gourd,2016,2
karad,shevga,2014,4
karad,shevga,2015,12
karad,shevga,2016,11
karad,snake gourd,2014,4
karad,snake gourd,2015,9
karad,snake gourd,2016,7
karad,spinach,2015,3
karad,squash gourd,2014,1
karad,squash gourd,2015,2
karad,squash gourd,2016,11
karad,sweet potato,2014,4
karad,sweet potato,2015,3
karad,sweet potato,2016,4
karad,tomato,2014,4
karad,tomato,2015,12
karad,tomato,2016,11
karad,water melon,2016,4
karanja,bajri,2014,2
karanja,bajri,2015,3
karanja,bajri,2016,1
karanja,batbati,2014,2
karanja,batbati,2015,3
karanja,batbati,2016,1
karanja,black gram,2014,4
karanja,black gram,2015,12
karanja,black gram,2016,9
karanja,cotton,2014,2
karanja,cotton,2015,1
karanja,gram,2014,4
karanja,gram,2015,12
karanja,gram,2016,11
karanja,green gram,2014,4
karanja,green gram,2015,11
karanja,green gram,2016,9
karanja,ground nut pods dry,2014,4
karanja,ground nut pods dry,2015,8
karanja,ground nut pods dry,2016,7
karanja,pigeon pea tur,2014,4
karanja,pigeon pea tur,2015,12
karanja,pigeon pea tur,2016,11
karanja,sesamum,2014,4
karanja,sesamum,2015,5
karanja,sesamum,2016,1
karanja,sorgumjawar,2014,4
karanja,sorgumjawar,2015,12
karanja,sorgumjawar,2016,10
karanja,soybean,2014,4
karanja,soybean,2015,12
karanja,soybean,2016,11
karanja,sunflower,2014,1
karanja,sunflower,2015,3
karanja,wheathusked,2014,4
karanja,wheathusked,2015,12
karanja,wheathusked,2016,11
karjat a nagar,pigeon pea tur,2016,1
karjat a nagar,sorgumjawar,2016,1
karjat raigad,paddyunhusked,2014,4
karjat raigad,paddyunhusked,2015,12
karjat raigad,paddyunhusked,2016,8
karjat raigad,ricepaddyhus,2014,4
karjat raigad,ricepaddyhus,2015,12
karjat raigad,ricepaddyhus,2016,11
karmala,bajri,2014,1
karmala,bajri,2016,5
karmala,black gram,2016,4
karmala,gram,2015,3
karmala,gram,2016,5
karmala,green gram,2015,1
karmala,green gram,2016,2
karmala,ground nut pods dry,2014,1
karmala,ground nut pods dry,2016,3
karmala,maize,2014,1
karmala,maize,2015,1
karmala,maize,2016,9
karmala,pigeon pea tur,2015,1
karmala,pigeon pea tur,2016,3
karmala,sorgumjawar,2014,2
karmala,sorgumjawar,2015,7
karmala,sorgumjawar,2016,11
karmala,sunflower,2014,2
karmala,sunflower,2015,3
karmala,sunflower,2016,4
karmala,wheathusked,2016,5
katol,black gram,2015,2
katol,black gram,2016,4
katol,cotton,2014,2
katol,cotton,2015,8
katol,cotton,2016,7
katol,gram,2014,3
katol,gram,2015,12
katol,gram,2016,11
katol,green gram,2015,2
katol,green gram,2016,4
katol,ground nut pods dry,2014,3
katol,ground nut pods dry,2015,12
katol,ground nut pods dry,2016,10
katol,maize,2015,6
katol,maize,2016,7
katol,mosambi,2015,3
katol,mosambi,2016,5
katol,orange,2014,3
katol,orange,2015,5
katol,orange,2016,5
katol,pigeon pea tur,2014,3
katol,pigeon pea tur,2015,12
katol,pigeon pea tur,2016,11
katol,sorgumjawar,2014,2
katol,sorgumjawar,2015,11
katol,sorgumjawar,2016,11
katol,soybean,2014,3
katol,soybean,2015,12
katol,soybean,2016,11
katol,wheathusked,2014,3
katol,wheathusked,2015,12
katol,wheathusked,2016,11
kej,bajri,2014,3
kej,bajri,2015,9
kej,bajri,2016,11
kej,bhagarvari,2015,1
kej,bhagarvari,2016,5
kej,black gram,2014,3
kej,black gram,2015,4
kej,black gram,2016,4
kej,castor seed,2016,4
kej,coriander dry,2014,2
kej,coriander dry,2015,3
kej,coriander dry,2016,3
kej,gram,2015,8
kej,gram,2016,11
kej,green gram,2014,2
kej,green gram,2015,5
kej,green gram,2016,2
kej,green peas dry,2015,1
kej,green peas dry,2016,3
kej,ground nut pods dry,2015,3
kej,maize,2014,1
kej,maize,2015,7
kej,maize,2016,11
kej,nigerseed,2015,1
kej,pigeon pea tur,2014,2
kej,pigeon pea tur,2015,9
kej,pigeon pea tur,2016,10
kej,rala,2015,2
kej,rala,2016,2
kej,safflower,2015,2
kej,sesamum,2014,2
kej,sesamum,2015,5
kej,sesamum,2016,6
kej,sorgumjawar,2014,3
kej,sorgumjawar,2015,9
kej,sorgumjawar,2016,11
kej,soybean,2014,1
kej,soybean,2015,6
kej,soybean,2016,11
kej,sunflower,2016,2
kej,tamarind,2016,5
kej,tamarind seed,2016,3
kej,wheathusked,2014,3
kej,wheathusked,2015,9
kej,wheathusked,2016,11
khalapurshilphata,other cereals,2016,3
khalapurshilphata,other pulses,2016,2
khalapurshilphata,paddyunhusked,2016,2
khalapurshilphata,ricepaddyhus,2016,5
khamgaon,bajri,2014,4
khamgaon,bajri,2015,11
khamgaon,bajri,2016,11
khamgaon,black gram,2014,4
khamgaon,black gram,2015,11
khamgaon,black gram,2016,11
khamgaon,buffalo,2014,1
khamgaon,buffalo,2015,1
khamgaon,buffalo,2016,3
khamgaon,bullack,2014,1
khamgaon,bullack,2015,3
khamgaon,bullack,2016,5
khamgaon,chilliesred,2014,3
khamgaon,chilliesred,2015,5
khamgaon,chilliesred,2016,8
khamgaon,cotton,2014,2
khamgaon,cotton,2015,5
khamgaon,cotton,2016,6
khamgaon,cow,2016,1
khamgaon,gram,2014,4
khamgaon,gram,2015,11
khamgaon,gram,2016,11
khamgaon,green gram,2014,4
khamgaon,green gram,2015,11
khamgaon,green gram,2016,11
khamgaon,ground nut pods dry,2014,4
khamgaon,ground nut pods dry,2015,10
khamgaon,ground nut pods dry,2016,6
khamgaon,he buffalo,2016,1
khamgaon,lemon,2014,4
khamgaon,lemon,2015,11
khamgaon,lemon,2016,11
khamgaon,maize,2014,4
khamgaon,maize,2015,11
khamgaon,maize,2016,11
khamgaon,male goat,2014,2
khamgaon,male goat,2015,1
khamgaon,male lamb,2015,1
khamgaon,male lamb,2016,1
khamgaon,mustard,2015,5
khamgaon,neemseed,2015,4
khamgaon,neemseed,2016,2
khamgaon,other oil seeds,2015,3
khamgaon,pigeon pea tur,2014,4
khamgaon,pigeon pea tur,2015,11
khamgaon,pigeon pea tur,2016,11
khamgaon,safflower,2015,4
khamgaon,safflower,2016,3
khamgaon,sesamum,2014,3
khamgaon,sesamum,2015,10
khamgaon,sesamum,2016,10
khamgaon,sheep,2015,1
khamgaon,sheep,2016,1
khamgaon,sorgumjawar,2014,4
khamgaon,sorgumjawar,2015,11
khamgaon,sorgumjawar,2016,11
khamgaon,soybean,2014,4
khamgaon,soybean,2015,11
khamgaon,soybean,2016,11
khamgaon,sunflower,2014,3
khamgaon,sunflower,2015,11
khamgaon,sunflower,2016,9
khamgaon,thymollovage,2015,1
khamgaon,thymollovage,2016,1
khamgaon,wheathusked,2014,4
khamgaon,wheathusked,2015,11
khamgaon,wheathusked,2016,11
khed,bottle gourd,2014,1
khed,bottle gourd,2016,1
khed,brinjal,2016,3
khed,cabbage,2015,1
khed,cabbage,2016,7
khed,cluster bean,2014,1
khed,cluster bean,2016,7
khed,coriander  ,2015,1
khed,coriander  ,2016,1
khed,cucumber,2016,7
khed,farshi,2016,7
khed,flower,2016,7
khed,green chilli,2016,6
khed,kanda pat,2015,1
khed,kanda pat,2016,2
khed,ladies finger,2014,1
khed,ladies finger,2016,3
khed,methi bhaji,2016,1
khed,raddish,2014,1
